year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,frl_rate,student_teacher_ratio
2022,370001100407,3700407,Cliffdale Elementary,3700011,Cumberland County Schools,NC-260,260-338,6450 Cliffdale Road,Fayetteville,NC,28304,6450 Cliffdale Road,Fayetteville,NC,28304,(910)864-3442,37,35.059,-78.9947,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,44.0,655.0,0.0,655.0,1,0,0,0,658.0,37043,37021,370001100407,3708,,1.0,0.9954407294832827,14.954545454545455
2022,370001100408,3700408,College Lakes Elementary,3700011,Cumberland County Schools,NC-260,260-340,4963 Rosehill Road,Fayetteville,NC,28311,4963 Rosehill Road,Fayetteville,NC,28311,(910)488-6650,37,35.1278,-78.8994,246,22180,12,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,37.0,456.0,0.0,456.0,1,0,0,0,459.0,37043,37021,370001100408,3708,,1.0,0.9934640522875817,12.405405405405405
2022,370001100409,3700409,J W Coon Elementary,3700011,Cumberland County Schools,NC-260,260-344,905 Hope Mills Road,Fayetteville,NC,28304,905 Hope Mills Road,Fayetteville,NC,28304,(910)425-6141,37,35.032863,-78.959886,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,18.0,196.0,0.0,196.0,1,0,0,0,199.0,37044,37019,370001100409,3708,,1.0,0.9849246231155779,11.055555555555555
2022,370001100410,3700410,Cumberland Mills Elementary,3700011,Cumberland County Schools,NC-260,260-348,2576 Hope Mills Road,Fayetteville,NC,28306,2576 Hope Mills Road,Fayetteville,NC,28306,(910)424-4536,37,35.0023,-78.9683,246,22180,21,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,40.0,569.0,0.0,569.0,1,0,0,0,572.0,37044,37019,370001100410,3708,,1.0,0.9947552447552448,14.3
2022,370001100411,3700411,Cumberland Road Elementary,3700011,Cumberland County Schools,NC-260,260-352,2700 Cumberland Road,Fayetteville,NC,28306,2700 Cumberland Road,Fayetteville,NC,28306,(910)485-7171,37,35.0211,-78.9111,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,26.0,326.0,0.0,326.0,1,0,0,0,329.0,37044,37019,370001100411,3709,,1.0,0.9908814589665653,12.653846153846153
2022,370001100412,3700412,District No 7 Elementary,3700011,Cumberland County Schools,NC-260,260-356,5721 Smithfield Road,Wade,NC,28395,5721 Smithfield Road,Wade,NC,28395,(910)483-0001,37,35.1497,-78.7055,246,22180,42,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,16.0,192.0,0.0,192.0,1,0,0,0,195.0,37045,37019,370001100412,3708,,1.0,0.9846153846153847,12.1875
2022,370001100414,3700414,Alderman Road Elementary,3700011,Cumberland County Schools,NC-260,260-364,2860 Alderman Road,Fayetteville,NC,28306,2860 Alderman Road,Fayetteville,NC,28306,(910)321-0398,37,34.8952,-78.8603,246,22180,41,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,49.0,625.0,0.0,625.0,1,0,0,0,628.0,37045,37019,370001100414,3709,,1.0,0.9952229299363057,12.816326530612244
2022,370001100415,3700415,Hope Mills Middle,3700011,Cumberland County Schools,NC-260,260-368,4975 Cameron Road,Hope Mills,NC,28348,4975 Cameron Road,Hope Mills,NC,28348,(910)425-5106,37,34.9656,-78.9396,246,22180,21,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,33.0,511.0,0.0,511.0,0,0,1,0,514.0,37045,37019,370001100415,3709,,1.0,0.9941634241245136,15.575757575757576
2022,370001100416,3700416,Ed V Baldwin Elementary,3700011,Cumberland County Schools,NC-260,260-370,4441 Legion Road,Hope Mills,NC,28348,4441 Legion Road,Hope Mills,NC,28348,(910)424-0145,37,34.9788,-78.9346,246,22180,21,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,37.0,589.0,0.0,589.0,1,0,0,0,592.0,37045,37019,370001100416,3709,,1.0,0.9949324324324325,16.0
2022,370001100417,3700417,Lewis Chapel Middle,3700011,Cumberland County Schools,NC-260,260-372,2150 Skibo Road,Fayetteville,NC,28314,2150 Skibo Road,Fayetteville,NC,28314,(910)864-1407,37,35.0485,-78.9764,246,22180,12,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,40.0,575.0,0.0,575.0,0,0,1,0,578.0,37044,37019,370001100417,3708,,1.0,0.9948096885813149,14.45
2022,370001100418,3700418,Long Hill Elementary,3700011,Cumberland County Schools,NC-260,260-380,6490 Ramsey Street,Fayetteville,NC,28311,6490 Ramsey Street,Fayetteville,NC,28311,(910)488-0012,37,35.1626,-78.8655,246,22180,12,37051,1,1,1,2.0,5.0,,,,,0,,0.0,0.0,32.0,439.0,0.0,439.0,1,0,0,0,442.0,37045,37021,370001100418,3708,,1.0,0.9932126696832579,13.8125
2022,370001100420,3700420,Massey Hill Classical High,3700011,Cumberland County Schools,NC-260,260-388,1062 Southern Avenue,Fayetteville,NC,28306,1062 Southern Avenue,Fayetteville,NC,28306,(910)485-8761,37,35.0311,-78.8949,246,22180,12,37051,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,21.0,90.0,21.0,111.0,0,1,0,0,264.0,37044,37019,370001100420,3709,,1.0,0.42045454545454547,12.571428571428571
2022,370001100421,3700421,Mary McArthur Elementary,3700011,Cumberland County Schools,NC-260,260-396,3809 Village Drive,Fayetteville,NC,28304,3809 Village Drive,Fayetteville,NC,28304,(910)424-2206,37,35.0252,-78.9412,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,35.0,368.0,0.0,368.0,1,0,0,0,371.0,37044,37019,370001100421,3708,,1.0,0.9919137466307277,10.6
2022,370001100422,3700422,Montclair Elementary,3700011,Cumberland County Schools,NC-260,260-400,555 Glensford Drive,Fayetteville,NC,28314,555 Glensford Drive,Fayetteville,NC,28314,(910)868-5124,37,35.0555,-78.9613,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,30.0,414.0,0.0,414.0,1,0,0,0,418.0,37044,37019,370001100422,3708,,1.0,0.9904306220095693,13.933333333333334
2022,370001100423,3700423,Morganton Road Elementary,3700011,Cumberland County Schools,NC-260,260-401,102 Bonanza Drive,Fayetteville,NC,28303,102 Bonanza Drive,Fayetteville,NC,28303,(910)867-4137,37,35.0796,-78.9874,246,22180,12,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,32.0,496.0,0.0,496.0,1,0,0,0,499.0,37043,37019,370001100423,3708,,1.0,0.9939879759519038,15.59375
2022,370001100424,3700424,Manchester Elementary,3700011,Cumberland County Schools,NC-260,260-402,611 Spring Avenue,Spring Lake,NC,28390,611 Spring Avenue,Spring Lake,NC,28390,(910)436-2151,37,35.1705,-78.967,246,22180,21,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,20.0,268.0,0.0,268.0,1,0,0,0,271.0,37042,37021,370001100424,3708,,1.0,0.988929889298893,13.55
2022,370001100425,3700425,Pine Forest Middle,3700011,Cumberland County Schools,NC-260,260-406,6901 Ramsey Street,Fayetteville,NC,28311,6901 Ramsey Street,Fayetteville,NC,28311,(910)488-2711,37,35.1801,-78.8577,246,22180,41,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,46.0,387.0,28.0,415.0,0,0,1,0,738.0,37045,37021,370001100425,3708,,1.0,0.5623306233062331,16.043478260869566
2022,370001100426,3700426,Pine Forest High,3700011,Cumberland County Schools,NC-260,260-408,525 Andrews Road,Fayetteville,NC,28311,525 Andrews Road,Fayetteville,NC,28311,(910)488-2384,37,35.1548,-78.8865,246,22180,21,37051,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,82.0,909.0,74.0,983.0,0,1,0,0,1572.0,37043,37021,370001100426,3708,,1.0,0.6253180661577609,19.170731707317074
2022,370001100427,3700427,Ponderosa Elementary,3700011,Cumberland County Schools,NC-260,260-410,311 Bonanza Drive,Fayetteville,NC,28303,311 Bonanza Drive,Fayetteville,NC,28303,(910)864-0148,37,35.087,-78.9874,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,27.0,363.0,0.0,363.0,1,0,0,0,366.0,37043,37021,370001100427,3708,,1.0,0.9918032786885246,13.555555555555555
2022,370001100428,3700428,Raleigh Road Elementary,3700011,Cumberland County Schools,NC-260,260-412,8330 Ramsey Street,Linden,NC,28356,8330 Ramsey Street,Linden,NC,28356,(910)488-0850,37,35.2174,-78.8409,246,22180,41,37051,1,1,1,0.0,1.0,,,,,0,,0.0,0.0,13.0,213.0,0.0,213.0,1,0,0,0,216.0,37045,37019,370001100428,3708,,1.0,0.9861111111111112,16.615384615384617
2022,370001100429,3700429,Benjamin J Martin Elementary,3700011,Cumberland County Schools,NC-260,260-414,430 N Reilly Road,Fayetteville,NC,28303,430 N Reilly Road,Fayetteville,NC,28303,(910)864-4843,37,35.0931,-79.0099,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,40.0,534.0,0.0,534.0,1,0,0,0,537.0,37042,37021,370001100429,3708,,1.0,0.994413407821229,13.425
2022,370001100430,3700430,Rockfish Elementary,3700011,Cumberland County Schools,NC-260,260-415,5763 Rockfish Road,Hope Mills,NC,28348,5763 Rockfish Road,Hope Mills,NC,28348,(910)424-5313,37,34.9715,-78.957,246,22180,21,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,46.0,684.0,0.0,684.0,1,0,0,0,696.0,37044,37019,370001100430,3708,,1.0,0.9827586206896551,15.130434782608695
2022,370001100431,3700431,J W Seabrook Elementary,3700011,Cumberland County Schools,NC-260,260-416,4619 NC Hwy 210 South,Fayetteville,NC,28301,4619 NC Hwy 210 South,Fayetteville,NC,28301,(910)323-2930,37,34.9868,-78.7551,246,22180,41,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,21.0,266.0,0.0,266.0,1,0,0,0,269.0,37045,37019,370001100431,3709,,1.0,0.9888475836431226,12.80952380952381
2022,370001100433,3700433,Seventy-First High,3700011,Cumberland County Schools,NC-260,260-424,6764 Raeford Road,Fayetteville,NC,28304,6764 Raeford Road,Fayetteville,NC,28304,(910)867-3116,37,35.039,-79.0052,246,22180,12,37051,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,80.0,904.0,54.0,958.0,0,1,0,0,1366.0,37042,37021,370001100433,3708,,1.0,0.7013177159590044,17.075
2022,370001100434,3700434,Sherwood Park Elementary,3700011,Cumberland County Schools,NC-260,260-426,2115 Hope Mills Road,Fayetteville,NC,28304,2115 Hope Mills Road,Fayetteville,NC,28304,(910)424-4797,37,35.0185,-78.9622,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,27.0,276.0,0.0,276.0,1,0,0,0,279.0,37044,37019,370001100434,3708,,1.0,0.989247311827957,10.333333333333334
2022,370001100435,3700435,South View Middle,3700011,Cumberland County Schools,NC-260,260-425,4100 Elk Road,Hope Mills,NC,28348,4100 Elk Road,Hope Mills,NC,28348,(910)424-3131,37,34.9807,-78.9298,246,22180,21,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,40.0,653.0,0.0,653.0,0,0,1,0,661.0,37045,37019,370001100435,3709,,1.0,0.9878971255673222,16.525
2022,370001100436,3700436,South View High,3700011,Cumberland County Schools,NC-260,260-427,4184 Elk Road,Hope Mills,NC,28348,4184 Elk Road,Hope Mills,NC,28348,(910)425-8181,37,34.979,-78.9275,246,22180,21,37051,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,91.0,905.0,85.0,990.0,0,1,0,0,1502.0,37045,37019,370001100436,3709,,1.0,0.6591211717709721,16.505494505494507
2022,370001100437,3700437,Spring Lake Middle,3700011,Cumberland County Schools,NC-260,260-428,612 Spring Avenue,Spring Lake,NC,28390,612 Spring Avenue,Spring Lake,NC,28390,(910)497-1175,37,35.1685,-78.9657,246,22180,21,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,33.0,509.0,0.0,509.0,0,0,1,0,512.0,37042,37021,370001100437,3708,,1.0,0.994140625,15.515151515151516
2022,370001100438,3700438,Stedman Primary,3700011,Cumberland County Schools,NC-260,260-432,155 E First Street,Stedman,NC,28391,155 E First Street,Stedman,NC,28391,(910)484-6954,37,35.0108,-78.6928,246,22180,42,37051,1,1,1,-1.0,1.0,,,,,0,,0.0,0.0,12.0,172.0,0.0,172.0,1,0,0,0,175.0,37045,37019,370001100438,3709,,1.0,0.9828571428571429,14.583333333333334
2022,370001100440,3700440,Sunnyside Elementary,3700011,Cumberland County Schools,NC-260,260-440,3876 Sunnyside School Road,Fayetteville,NC,28312,3876 Sunnyside School Road,Fayetteville,NC,28312,(910)483-4319,37,35.0281,-78.7969,246,22180,41,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,24.0,330.0,0.0,330.0,1,0,0,0,333.0,37045,37019,370001100440,3709,,1.0,0.990990990990991,13.875
2022,370001100442,3700442,Warrenwood Elementary,3700011,Cumberland County Schools,NC-260,260-450,4618 Rosehill Road,Fayetteville,NC,28311,4618 Rosehill Road,Fayetteville,NC,28311,(910)488-6609,37,35.1206,-78.909,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,34.0,386.0,0.0,386.0,1,0,0,0,389.0,37043,37021,370001100442,3708,,1.0,0.9922879177377892,11.441176470588236
2022,370001100443,3700443,Westarea Elementary,3700011,Cumberland County Schools,NC-260,260-452,941 Country Club Drive,Fayetteville,NC,28301,941 Country Club Drive,Fayetteville,NC,28301,(910)488-1705,37,35.0984,-78.9127,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,40.0,556.0,0.0,556.0,1,0,0,0,559.0,37043,37021,370001100443,3708,,1.0,0.9946332737030411,13.975
2022,370001100444,3700444,Westover Middle,3700011,Cumberland County Schools,NC-260,260-454,275 Bonanza Drive,Fayetteville,NC,28303,275 Bonanza Drive,Fayetteville,NC,28303,(910)864-0813,37,35.0844,-78.9901,246,22180,12,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,49.0,781.0,0.0,781.0,0,0,1,0,784.0,37043,37021,370001100444,3708,,1.0,0.9961734693877551,16.0
2022,370001100445,3700445,Westover High,3700011,Cumberland County Schools,NC-260,260-455,277 Bonanza Drive,Fayetteville,NC,28303,277 Bonanza Drive,Fayetteville,NC,28303,(910)864-0190,37,35.0842,-78.9917,246,22180,12,37051,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,67.0,1199.0,0.0,1199.0,0,1,0,0,1202.0,37043,37021,370001100445,3708,,1.0,0.997504159733777,17.940298507462686
2022,370001100447,3700447,William H Owen Elementary,3700011,Cumberland County Schools,NC-260,260-404,4533 Raeford Road,Fayetteville,NC,28304,4533 Raeford Road,Fayetteville,NC,28304,(910)425-6163,37,35.042,-78.9541,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,37.0,432.0,0.0,432.0,1,0,0,0,435.0,37044,37019,370001100447,3708,,1.0,0.993103448275862,11.756756756756756
2022,370001101097,3701097,William T Brown Elementary,3700011,Cumberland County Schools,NC-260,260-459,2522 Andrews Church Road,Spring Lake,NC,28390,2522 Andrews Church Road,Spring Lake,NC,28390,(910)497-1258,37,35.160002,-78.965201,246,22180,41,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,38.0,595.0,0.0,595.0,1,0,0,0,598.0,37042,37021,370001101097,3708,,1.0,0.9949832775919732,15.736842105263158
2022,370001101377,3701377,Bill Hefner Elementary,3700011,Cumberland County Schools,NC-260,260-367,7059 Calamar Drive,Fayetteville,NC,28314,7059 Calamar Drive,Fayetteville,NC,28314,(910)860-7058,37,35.0685,-79.045,246,22180,41,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,42.0,648.0,0.0,648.0,1,0,0,0,651.0,37042,37021,370001101377,3708,,1.0,0.9953917050691244,15.5
2022,370001101391,3701391,E Melvin Honeycutt Elementary,3700011,Cumberland County Schools,NC-260,260-397,4665 Lakewood Drive,Fayetteville,NC,28306,4665 Lakewood Drive,Fayetteville,NC,28306,(910)426-2020,37,35.001,-78.9929,246,22180,21,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,56.0,366.0,54.0,420.0,1,0,0,0,834.0,37044,37019,370001101391,3708,,1.0,0.5035971223021583,14.892857142857142
2022,370001101832,3701832,Mac Williams Middle,3700011,Cumberland County Schools,NC-260,260-383,4644 Clinton Road,Fayetteville,NC,28312,4644 Clinton Road,Fayetteville,NC,28312,(910)483-8222,37,35.0346,-78.7659,246,22180,41,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,60.0,609.0,58.0,667.0,0,0,1,0,1151.0,37045,37019,370001101832,3709,,1.0,0.579496090356212,19.183333333333334
2022,370001101833,3701833,Seventy-First Classical Middle,3700011,Cumberland County Schools,NC-260,260-418,6830 Raeford Road,Fayetteville,NC,28304,6830 Raeford Road,Fayetteville,NC,28304,(910)864-0092,37,35.038,-79.0084,246,22180,12,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,31.0,210.0,27.0,237.0,0,0,1,0,430.0,37042,37021,370001101833,3708,,1.0,0.5511627906976744,13.870967741935484
2022,370001101848,3701848,Stedman Elementary,3700011,Cumberland County Schools,NC-260,260-430,7370 Clinton Road Hwy 24,Stedman,NC,28391,7370 Clinton Road Hwy 24,Stedman,NC,28391,(910)483-3886,37,35.0134,-78.6962,246,22180,42,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,25.0,268.0,0.0,268.0,1,0,0,0,271.0,37045,37019,370001101848,3709,,1.0,0.988929889298893,10.84
2022,370001102085,3702085,Armstrong Elementary,3700011,Cumberland County Schools,NC-260,260-306,3395 Dunn Road,Eastover,NC,28312,3395 Dunn Road,Eastover,NC,28312,(910)483-2425,37,35.0915,-78.7904,246,22180,41,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,33.0,475.0,0.0,475.0,1,0,0,0,478.0,37045,37019,370001102085,3709,,1.0,0.9937238493723849,14.484848484848484
2022,370001102087,3702087,Howard Learning Academy,3700011,Cumberland County Schools,NC-260,260-413,1608 Camden Road,Fayetteville,NC,28306,1608 Camden Road,Fayetteville,NC,28306,(910)483-5434,37,35.02964,-78.897971,246,22180,12,37051,2,4,1,5.0,8.0,,,,,0,,0.0,0.0,16.0,13.0,0.0,13.0,0,0,1,0,16.0,37044,37019,370001102087,3709,,1.0,0.8125,1.0
2022,370001102119,3702119,Alma O Easom Elementary,3700011,Cumberland County Schools,NC-260,260-302,1610 Westlawn Avenue,Fayetteville,NC,28305,1610 Westlawn Avenue,Fayetteville,NC,28305,(910)484-0194,37,35.060879,-78.908525,246,22180,12,37051,1,1,1,0.0,1.0,,,,,0,,0.0,0.0,19.0,263.0,0.0,263.0,1,0,0,0,266.0,37044,37019,370001102119,3708,,1.0,0.9887218045112782,14.0
2022,370001102120,3702120,Loyd E Auman Elementary,3700011,Cumberland County Schools,NC-260,260-310,6882 Raeford Road,Fayetteville,NC,28304,6882 Raeford Road,Fayetteville,NC,28304,(910)868-8153,37,35.038,-79.0109,246,22180,12,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,42.0,525.0,0.0,525.0,1,0,0,0,528.0,37042,37021,370001102120,3708,,1.0,0.9943181818181818,12.571428571428571
2022,370001102121,3702121,C Wayne Collier Elementary,3700011,Cumberland County Schools,NC-260,260-342,3522 Sturbridge Drive,Hope Mills,NC,28348,3522 Sturbridge Drive,Hope Mills,NC,28348,(910)424-7200,37,34.9743,-78.9828,246,22180,21,37051,1,1,1,-1.0,5.0,,,,,0,,0.0,0.0,28.0,523.0,0.0,523.0,1,0,0,0,526.0,37045,37019,370001102121,3708,,1.0,0.9942965779467681,18.785714285714285
2022,370001102123,3702123,Luther Nick Jeralds Middle,3700011,Cumberland County Schools,NC-260,260-358,2517 Ramsey Street,Fayetteville,NC,28301,2517 Ramsey Street,Fayetteville,NC,28301,(910)822-2570,37,35.0928,-78.8786,246,22180,12,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,39.0,613.0,0.0,613.0,0,0,1,0,616.0,37043,37021,370001102123,3708,,1.0,0.9951298701298701,15.794871794871796
2022,370001102124,3702124,E E Smith High,3700011,Cumberland County Schools,NC-260,260-359,1800 Seabrook Road,Fayetteville,NC,28301,1800 Seabrook Road,Fayetteville,NC,28301,(910)483-0153,37,35.0844,-78.8957,246,22180,12,37051,3,1,1,9.0,12.0,,,,,0,,0.0,0.0,59.0,996.0,0.0,996.0,0,1,0,0,1004.0,37043,37021,370001102124,3709,,1.0,0.9920318725099602,17.016949152542374
2022,370001102125,3702125,Ferguson-Easley Elementary,3700011,Cumberland County Schools,NC-260,260-361,1857 Seabrook Road,Fayetteville,NC,28301,1857 Seabrook Road,Fayetteville,NC,28301,(910)483-4883,37,35.0851,-78.8996,246,22180,12,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,26.0,339.0,0.0,339.0,1,0,0,0,342.0,37043,37021,370001102125,3709,,1.0,0.9912280701754386,13.153846153846153
2022,370001102126,3702126,Glendale Acres Elementary,3700011,Cumberland County Schools,NC-260,260-363,2915 Skycrest Drive,Fayetteville,NC,28304,2915 Skycrest Drive,Fayetteville,NC,28304,(910)484-9031,37,35.0348,-78.9279,246,22180,12,37051,1,1,1,-1.0,2.0,,,,,0,,0.0,0.0,18.0,217.0,0.0,217.0,1,0,0,0,220.0,37044,37019,370001102126,3708,,1.0,0.9863636363636363,12.222222222222221
2022,370001102127,3702127,R Max Abbott Middle,3700011,Cumberland County Schools,NC-260,260-365,590 Winding Creek Road,Fayetteville,NC,28305,590 Winding Creek Road,Fayetteville,NC,28305,(910)323-2201,37,35.051,-78.9236,246,22180,12,37051,2,1,1,6.0,8.0,,,,,0,,0.0,0.0,46.0,749.0,0.0,749.0,0,0,1,0,759.0,37044,37019,370001102127,3708,,1.0,0.9868247694334651,16.5
2022,370001102128,3702128,Howard L Hall Elementary,3700011,Cumberland County Schools,NC-260,260-366,526 Andrews Road,Fayetteville,NC,28311,526 Andrews Road,Fayetteville,NC,28311,(910)822-5100,37,35.1569,-78.8876,246,22180,21,37051,1,1,1,0.0,5.0,,,,,0,,0.0,0.0,42.0,597.0,0.0,597.0,1,0,0,0,600.0,37045,37021,370001102128,3708,,1.0,0.995,14.285714285714286
